fecha,year,mes,logo,color,procedencia,peso_mg,diametro_mm,divisible,imagen,imagen_rear,sustancia_1,valor_1_mg,unidad_1,sustancia_2,valor_2_mg,unidad_2,sustancia_3,valor_3_mg,unidad_3,sustancia_4,valor_4_mg,unidad_4,sustancia_5,valor_5_mg,unidad_5,sustancia_6,valor_6_mg,unidad_6,sustancia_7,valor_7_mg,unidad_7,sustancia_8,valor_8_mg,unidad_8,sustancia_9,valor_9_mg,unidad_9,sustancia_10,valor_10_mg,unidad_10,sustancia_11,valor_11_mg,unidad_11,ruta_imagen,ruta_imagen_rear
2015-09-26,2015,9,Chupa Chups,Amarillo,Baleares,0,0,,https://api.energycontrol.org/pilltable/images/image.6d1a88.jpg,,MDMA,32.52,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,2015,10,,Azul,Barcelona,301,8,,https://api.energycontrol.org/pilltable/images/ec45582015.f83bcc.jpg,,MDMA,117.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,2015,10,Louis Vuitton LV,Azul,Baleares,0,12,,https://api.energycontrol.org/pilltable/images/812317776_864352211548226837.08b7ee.jpg,,MDMA,24.3,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,2015,11,Pitufo,Blanco,Madrid,354,10,,https://api.energycontrol.org/pilltable/images/BertaSalvaje copia.12b629.jpg,,2C-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,2015,11,Bala Mario,Marrón,Madrid,360,9,,https://api.energycontrol.org/pilltable/images/4748-1.2425e3.jpg,,MDMA,198.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\4748-1.2425e3.jpg,
2015-11-05,2015,11,No identificable,Marrón,Madrid,360,10,,https://api.energycontrol.org/pilltable/images/4767-1.c05a66.jpg,,Anfetamina Sulfato,5.0,mg,MDA,61.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\4767-1.c05a66.jpg,
2015-11-20,2015,11,Apple,Rosa,Baleares,380,12,,https://api.energycontrol.org/pilltable/images/812730505_10720729673891478427.d0a220.jpg,,MDMA,121.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\812730505_10720729673891478427.d0a220.jpg,
2015-11-30,2015,11,Otros,Marrón,Barcelona,197,0,,https://api.energycontrol.org/pilltable/images/ec49042015.8b0c50.jpg,,MDMA,94.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec49042015.8b0c50.jpg,
2016-01-28,2016,1,Silver,Gris,Baleares,400,12,,https://api.energycontrol.org/pilltable/images/421307432_5257188115915806874.d7c3e1.jpg,,MDMA,212.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\421307432_5257188115915806874.d7c3e1.jpg,
2016-02-05,2016,2,Hello Kitty,Rosa,Baleares,271,9,,https://api.energycontrol.org/pilltable/images/816233029_18135543200672146076.93fd34.jpg,,MDMA,133.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\816233029_18135543200672146076.93fd34.jpg,
2016-03-05,2016,3,Superman,Azul,Baleares,324,0,,https://api.energycontrol.org/pilltable/images/IMG_2016-03-05 22:30:35.d776b8.jpg,,MDMA,139.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,2016,3,Hello Kitty,Azul,Baleares,270,8,,https://api.energycontrol.org/pilltable/images/421223945_15843542285104275805.73bc26.jpg,,MDMA,113.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,2016,4,Optimus,Amarillo,Baleares,255,8,,https://api.energycontrol.org/pilltable/images/421906776_16868584530806082259.4798b6.jpg,,MDMA,66.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\421906776_16868584530806082259.4798b6.jpg,
2016-04-25,2016,4,Transformer,Amarillo,Barcelona,430,8,,https://api.energycontrol.org/pilltable/images/ec98213.75a56c.jpg,,MDMA,227.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98213.75a56c.jpg,
2016-04-25,2016,4,Transformer,Rosa,Barcelona,410,8,,https://api.energycontrol.org/pilltable/images/ec98214.783087.jpg,,MDMA,178.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98214.783087.jpg,
2016-05-09,2016,5,Silver,Gris,Barcelona,464,13,,https://api.energycontrol.org/pilltable/images/ec98378.23b6e4.jpg,,MDMA,223.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98378.23b6e4.jpg,
2016-05-09,2016,5,Rolls Royce,Azul,Barcelona,338,12,,https://api.energycontrol.org/pilltable/images/ec98377.4560fc.jpg,,MDMA,131.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98377.4560fc.jpg,
2016-06-02,2016,6,Red Bull,Rosa,Baleares,537,12,,https://api.energycontrol.org/pilltable/images/811708372_1392723583697634012.e6951c.jpg,,MDMA,152.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\811708372_1392723583697634012.e6951c.jpg,
2016-06-06,2016,6,Silver,Gris,Barcelona,427,13,,https://api.energycontrol.org/pilltable/images/ec98722.b38beb.jpg,,MDMA,144.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98722.b38beb.jpg,
2016-06-06,2016,6,,Verde,Barcelona,413,12,,https://api.energycontrol.org/pilltable/images/ec98704.9e9f1c.jpg,,MDMA,106.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98704.9e9f1c.jpg,
2016-06-06,2016,6,,Blanco,Barcelona,271,10,,https://api.energycontrol.org/pilltable/images/ec98703.df4e86.jpg,,MDMA,114.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98703.df4e86.jpg,
2016-06-06,2016,6,Ruta 66,Azul,Barcelona,340,8,,https://api.energycontrol.org/pilltable/images/ec98702.0c50c2.jpg,,MDMA,134.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98702.0c50c2.jpg,
2016-06-06,2016,6,Delfin,Blanco Oscuro,Barcelona,309,8,,https://api.energycontrol.org/pilltable/images/ec98737.d8df6d.jpg,,MDMA,47.0,mg,Cafeína,2.0,mg,Subproductes de síntesis,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98737.d8df6d.jpg,
2016-06-13,2016,6,Music On,Gris,Tarragona,370,14,,https://api.energycontrol.org/pilltable/images/ec98818.ab4787.jpg,,MDMA,240.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98818.ab4787.jpg,
2016-06-13,2016,6,Otros,Rojo,Tarragona,461,9,,https://api.energycontrol.org/pilltable/images/ec98817.dfacbc.jpg,,MDMA,159.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98817.dfacbc.jpg,
2016-06-13,2016,6,,Blanco,Barcelona,229,10,,https://api.energycontrol.org/pilltable/images/ec98812.a70896.jpg,,Medicamento,,,No definida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98812.a70896.jpg,
2016-06-13,2016,6,,Blanco,Barcelona,258,10,,https://api.energycontrol.org/pilltable/images/ec98809.5c4241.jpg,,Ninguna sustancia activa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98809.5c4241.jpg,
2016-06-13,2016,6,Chupa Chups,Rosa,Barcelona,0,0,,https://api.energycontrol.org/pilltable/images/ec98794.605af0.jpg,,MDMA,148.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98794.605af0.jpg,
2016-06-16,2016,6,Dolce Gabbana,Rosa,Baleares,0,10,,https://api.energycontrol.org/pilltable/images/423728262_8709624895757413252.dc7b16.jpg,,MDMA,168.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\423728262_8709624895757413252.dc7b16.jpg,
2016-06-17,2016,6,Silver,Gris,Barcelona,435,0,,https://api.energycontrol.org/pilltable/images/ec98888.6b4b9a.jpg,,MDMA,206.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98888.6b4b9a.jpg,
2016-06-17,2016,6,,Amarillo,Tarragona,271,0,,https://api.energycontrol.org/pilltable/images/ec98868.bc6bec.jpg,,2C-B,20.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98868.bc6bec.jpg,
2016-06-17,2016,6,Silver,Gris,Barcelona,400,0,,https://api.energycontrol.org/pilltable/images/ec98887.c5eeca.jpg,,MDMA,219.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98887.c5eeca.jpg,
2016-06-17,2016,6,Ángel,Verde,Barcelona,376,12,,https://api.energycontrol.org/pilltable/images/ec98889.47d30f.jpg,,MDMA,189.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98889.47d30f.jpg,
2016-06-17,2016,6,Chupa Chups,Rojo,Barcelona,455,9,,https://api.energycontrol.org/pilltable/images/ec98909.03a3e0.jpg,,MDMA,128.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98909.03a3e0.jpg,
2016-06-17,2016,6,,Amarillo,Barcelona,480,12,,https://api.energycontrol.org/pilltable/images/ec98895.f149b2.jpg,,MDMA,200.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98895.f149b2.jpg,
2016-06-18,2016,6,Oso,Rosa,Barcelona,413,0,,https://api.energycontrol.org/pilltable/images/ec98963.268b4a.jpg,,MDMA,116.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98963.268b4a.jpg,
2016-06-18,2016,6,Otros,Gris,Barcelona,594,8,,https://api.energycontrol.org/pilltable/images/ec98974.9ed77d.jpg,,Ninguna sustancia activa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98974.9ed77d.jpg,
2016-06-18,2016,6,,Verde,Barcelona,335,8,,https://api.energycontrol.org/pilltable/images/ec98976.79b09b.jpg,,Ninguna sustancia activa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98976.79b09b.jpg,
2016-06-18,2016,6,Music On,Gris,Barcelona,340,13,,https://api.energycontrol.org/pilltable/images/ec98985.03ffdb.jpg,,MDMA,84.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98985.03ffdb.jpg,
2016-06-18,2016,6,Whatsapp,Verde,Barcelona,281,9,,https://api.energycontrol.org/pilltable/images/ec98964.88c328.jpg,,MDMA,85.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98964.88c328.jpg,
2016-06-18,2016,6,Armani,Rojo,Barcelona,440,0,,https://api.energycontrol.org/pilltable/images/ec98987.51ee7f.jpg,,MDMA,147.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98987.51ee7f.jpg,
2016-06-18,2016,6,Music On,Rosa,Barcelona,350,14,,https://api.energycontrol.org/pilltable/images/ec98988.8f1724.jpg,,MDMA,190.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98988.8f1724.jpg,
2016-06-18,2016,6,Gold,Naranja,Barcelona,332,11,,https://api.energycontrol.org/pilltable/images/ec98990.f2d415.jpg,,MDMA,122.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98990.f2d415.jpg,
2016-06-18,2016,6,Sol,Gris,Barcelona,530,8,,https://api.energycontrol.org/pilltable/images/ec98993.5a87bf.jpg,,Ninguna sustancia activa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98993.5a87bf.jpg,
2016-06-18,2016,6,,Gris,Barcelona,365,14,,https://api.energycontrol.org/pilltable/images/ec98960.888e37.jpg,,MDMA,200.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98960.888e37.jpg,
2016-06-18,2016,6,Gold,Blanco,Barcelona,312,10,,https://api.energycontrol.org/pilltable/images/ec98986.7a8362.jpg,,MDMA,187.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98986.7a8362.jpg,
2016-06-18,2016,6,Fantasma,Azul,Barcelona,418,11,,https://api.energycontrol.org/pilltable/images/ec98955.3da41a.jpg,,Ninguna sustancia activa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98955.3da41a.jpg,
2016-06-18,2016,6,Corazón,Rojo,Barcelona,378,8,,https://api.energycontrol.org/pilltable/images/ec98954.455c79.jpg,,Ninguna sustancia activa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98954.455c79.jpg,
2016-06-18,2016,6,North Face,Azul,Barcelona,305,12,,https://api.energycontrol.org/pilltable/images/ec98922.ba7a76.jpg,,MDMA,133.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98922.ba7a76.jpg,
2016-06-18,2016,6,Gold,Amarillo,Barcelona,329,10,,https://api.energycontrol.org/pilltable/images/ec98923.31389b.jpg,,MDMA,143.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98923.31389b.jpg,
2016-06-18,2016,6,Cara,Amarillo,Madrid,246,0,,https://api.energycontrol.org/pilltable/images/ec98924.86c8af.jpg,,MDMA,110.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98924.86c8af.jpg,
2016-06-18,2016,6,Fantasma,Blanco,Madrid,0,0,,https://api.energycontrol.org/pilltable/images/ec98925.f5f865.jpg,,MDMA,64.0,mg,MDA,64.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98925.f5f865.jpg,
2016-06-18,2016,6,X Box,Azul,Barcelona,242,8,,https://api.energycontrol.org/pilltable/images/ec98927.abbbe7.jpg,,MDMA,101.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98927.abbbe7.jpg,
2016-06-18,2016,6,,Rosa,Barcelona,353,12,,https://api.energycontrol.org/pilltable/images/ec98933.0b5cb8.jpg,,MDMA,187.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98933.0b5cb8.jpg,
2016-06-18,2016,6,,Blanco,Barcelona,186,7,,https://api.energycontrol.org/pilltable/images/ec98938.dd394a.jpg,,Ninguna sustancia activa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98938.dd394a.jpg,
2016-06-18,2016,6,Otros,Azul,Barcelona,276,8,,https://api.energycontrol.org/pilltable/images/ec98934.3d6c23.jpg,,Ninguna sustancia activa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98934.3d6c23.jpg,
2016-06-18,2016,6,Seta,Blanco,Madrid,218,7,,https://api.energycontrol.org/pilltable/images/ec98942.eb4136.jpg,,MDA,,,Cafeína,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98942.eb4136.jpg,
2016-06-18,2016,6,UPS,Rosa,Barcelona,323,10,,https://api.energycontrol.org/pilltable/images/ec98949.8ce879.jpg,,Ninguna sustancia activa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98949.8ce879.jpg,
2016-06-18,2016,6,,Gris,Barcelona,292,13,,https://api.energycontrol.org/pilltable/images/ec98950.b9ea4b.jpg,,MDMA,162.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98950.b9ea4b.jpg,
2016-06-18,2016,6,,Blanco,Barcelona,309,8,,https://api.energycontrol.org/pilltable/images/ec98951.386438.jpg,,Paroxetina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98951.386438.jpg,
2016-06-18,2016,6,,Verde,Barcelona,421,11,,https://api.energycontrol.org/pilltable/images/ec98952.37b5e5.jpg,,Sustancia desconocida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98952.37b5e5.jpg,
2016-06-18,2016,6,Mono de Whatsapp,Amarillo,Barcelona,420,10,,https://api.energycontrol.org/pilltable/images/ec98953.759545.jpg,,MDMA,194.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec98953.759545.jpg,
2016-06-19,2016,6,Silver,Gris,Barcelona,0,13,,https://api.energycontrol.org/pilltable/images/ec99033.9d3ef0.jpg,,MDMA,210.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99033.9d3ef0.jpg,
2016-06-19,2016,6,Gold,Verde,Barcelona,330,11,,https://api.energycontrol.org/pilltable/images/ec99034.4d8fa2.jpg,,Ninguna sustancia activa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99034.4d8fa2.jpg,
2016-06-19,2016,6,Pac-Man,Verde,Barcelona,239,0,,https://api.energycontrol.org/pilltable/images/ec99056.4094e1.jpg,,MDMA,98.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99056.4094e1.jpg,
2016-06-19,2016,6,UPS,Azul,Barcelona,335,10,,https://api.energycontrol.org/pilltable/images/ec99025.463560.jpg,,Ninguna sustancia activa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99025.463560.jpg,
2016-06-19,2016,6,Botella de Champagne,Blanco,Barcelona,0,0,,https://api.energycontrol.org/pilltable/images/ec99012.1ec813.jpg,,MDMA,107.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99012.1ec813.jpg,
2016-06-19,2016,6,Kitty,Amarillo,Barcelona,241,9,,https://api.energycontrol.org/pilltable/images/ec99026.aa9ecc.jpg,,MDMA,,,Sustancia desconocida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99026.aa9ecc.jpg,
2016-06-19,2016,6,,Verde,Barcelona,466,0,,https://api.energycontrol.org/pilltable/images/ec99011.55d4c1.jpg,,Cafeína,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99011.55d4c1.jpg,
2016-06-20,2016,6,Corazón,Rosa,Barcelona,440,9,,https://api.energycontrol.org/pilltable/images/ec99073.816426.jpg,,Ninguna sustancia activa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99073.816426.jpg,
2016-06-20,2016,6,Gold,Amarillo,Tarragona,390,0,,https://api.energycontrol.org/pilltable/images/ec99084.3232d2.jpg,,MDMA,115.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99084.3232d2.jpg,
2016-06-20,2016,6,Music On,Gris,Barcelona,370,13,,https://api.energycontrol.org/pilltable/images/ec99075.5775bc.jpg,,MDMA,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99075.5775bc.jpg,
2016-06-20,2016,6,,Rojo,Barcelona,442,12,,https://api.energycontrol.org/pilltable/images/ec99088.983033.jpg,,MDMA,237.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99088.983033.jpg,
2016-06-21,2016,6,Dolce Gabbana,Rosa,Baleares,318,10,,https://api.energycontrol.org/pilltable/images/423829594_16358738780076285745.1bdd33.jpg,,MDMA,146.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\423829594_16358738780076285745.1bdd33.jpg,
2016-06-21,2016,6,Concha,Amarillo,Girona,236,10,,https://api.energycontrol.org/pilltable/images/425206668_6559411212178477682.8f72fc.jpg,,MDMA,84.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\425206668_6559411212178477682.8f72fc.jpg,
2016-06-21,2016,6,Tomorrowland,Marrón,Baleares,290,8,,https://api.energycontrol.org/pilltable/images/425216632_5730016065676345319.b4b2f9.jpg,,MDMA,96.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\425216632_5730016065676345319.b4b2f9.jpg,
2016-07-04,2016,7,Domino,Azul,Barcelona,471,13,,https://api.energycontrol.org/pilltable/images/IMG_20160704_131858.440f1b.jpg,,MDMA,99.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\IMG_20160704_131858.440f1b.jpg,
2016-07-04,2016,7,North Face,Azul,Barcelona,327,12,,https://api.energycontrol.org/pilltable/images/EC2016_99229.12a4e5.jpg,,MDMA,126.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\EC2016_99229.12a4e5.jpg,
2016-07-04,2016,7,Flecha,Gris,Barcelona,327,14,,https://api.energycontrol.org/pilltable/images/ec99075.4530e4.jpg,,MDMA,190.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99075.4530e4.jpg,
2016-07-11,2016,7,Nespresso,Verde,Baleares,502,10,,https://api.energycontrol.org/pilltable/images/ec99357.3520bb.jpg,,MDMA,194.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99357.3520bb.jpg,
2016-07-11,2016,7,,Gris,Barcelona,325,13,,https://api.energycontrol.org/pilltable/images/ec99359-rev.539043.jpg,,MDMA,174.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99359-rev.539043.jpg,
2016-07-11,2016,7,Tapón,Rosa,Barcelona,352,6,,https://api.energycontrol.org/pilltable/images/ec99310.b75f96.jpg,,MDMA,89.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99310.b75f96.jpg,
2016-07-11,2016,7,Music On,Gris,Barcelona,325,0,,https://api.energycontrol.org/pilltable/images/EC_99315.5cddb8.jpg,,MDMA,184.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\EC_99315.5cddb8.jpg,
2016-07-11,2016,7,Chupa Chups,Rojo,Barcelona,465,9,,https://api.energycontrol.org/pilltable/images/EC_99316.327a21.jpg,,MDMA,167.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\EC_99316.327a21.jpg,
2016-07-11,2016,7,,Azul,Baleares,198,7,,https://api.energycontrol.org/pilltable/images/ec99334.31966f.jpg,,MDMA,105.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99334.31966f.jpg,
2016-07-11,2016,7,UPS,Rojo,Baleares,520,11,,https://api.energycontrol.org/pilltable/images/ec99338.a21d2e.jpg,,MDMA,174.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99338.a21d2e.jpg,
2016-07-11,2016,7,Music On,Azul,Baleares,356,14,,https://api.energycontrol.org/pilltable/images/ec99339.05440a.jpg,,MDMA,174.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99339.05440a.jpg,
2016-07-11,2016,7,,Blanco Oscuro,Tarragona,411,12,,https://api.energycontrol.org/pilltable/images/ecd99358.10531d.jpg,,MDA,50.0,mg,MDMA,130.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ecd99358.10531d.jpg,
2016-07-11,2016,7,Twitter,Rosa,Baleares,340,9,,https://api.energycontrol.org/pilltable/images/ec99340.9ff9e0.jpg,,MDMA,99.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99340.9ff9e0.jpg,
2016-07-11,2016,7,Gold,Amarillo,Baleares,456,12,,https://api.energycontrol.org/pilltable/images/ec99343.eef9b5.jpg,,MDMA,178.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99343.eef9b5.jpg,
2016-07-11,2016,7,Manos,Beige,Barcelona,176,8,,https://api.energycontrol.org/pilltable/images/ec99346.5f62e3.jpg,,Anfetamina Sulfato,25.0,mg,Cafeína,38.0,mg,N-formilmetanfetamina,,,Difenhidramina,,,DPIA,,,Paracetamol,2.0,mg,,,,,,,,,,,,,,,,imagenes\ec99346.5f62e3.jpg,
2016-07-11,2016,7,Corazón,Rosa,Barcelona,331,10,,https://api.energycontrol.org/pilltable/images/ec99348.f44bc0.jpg,,MDMA,90.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99348.f44bc0.jpg,
2016-07-11,2016,7,Fresa,Amarillo,Baleares,435,10,,https://api.energycontrol.org/pilltable/images/DSCN0036.f10182.jpg,,MDMA,50.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\DSCN0036.f10182.jpg,
2016-07-11,2016,7,Heissenberg,Rosa,Baleares,311,9,,https://api.energycontrol.org/pilltable/images/DSCN0041.0568ed.jpg,,MDMA,146.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\DSCN0041.0568ed.jpg,
2016-07-11,2016,7,Apple,Naranja,Baleares,272,8,,https://api.energycontrol.org/pilltable/images/ec99341.8419c0.jpg,,Etilfenidato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99341.8419c0.jpg,
2016-07-11,2016,7,Buda,Rosa,Baleares,248,10,,https://api.energycontrol.org/pilltable/images/ec99342.eec047.jpg,,MDMA,129.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99342.eec047.jpg,
2016-07-14,2016,7,UPS,Amarillo,Léon,535,7,,https://api.energycontrol.org/pilltable/images/99379.e6ac43.jpg,,MDMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\99379.e6ac43.jpg,
2016-07-18,2016,7,Canguro,Rojo,Tarragona,494,10,,https://api.energycontrol.org/pilltable/images/ec99486.405f4f.jpg,,MDMA,211.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99486.405f4f.jpg,
2016-07-18,2016,7,,Verde,Barcelona,121,9,,https://api.energycontrol.org/pilltable/images/ec99446.4c2caa.jpg,,2C-B,11.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99446.4c2caa.jpg,
2016-07-18,2016,7,,Rosa,Barcelona,346,8,,https://api.energycontrol.org/pilltable/images/ec99457.2e65fc.jpg,,MDMA,63.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99457.2e65fc.jpg,
2016-07-18,2016,7,Fresa,Marrón,Tarragona,396,10,,https://api.energycontrol.org/pilltable/images/ec99485.f1364e.jpg,,MDMA,70.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99485.f1364e.jpg,
2016-07-25,2016,7,,Blanco,Barcelona,105,5,,https://api.energycontrol.org/pilltable/images/ec99569.e5b042.jpg,,Sacarosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99569.e5b042.jpg,
2016-07-25,2016,7,,Naranja,Barcelona,269,12,,https://api.energycontrol.org/pilltable/images/ec99561.fe9725.jpg,,Sustancia desconocida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99561.fe9725.jpg,
2016-07-26,2016,7,Saw,Gris,Tarragona,442,12,,https://api.energycontrol.org/pilltable/images/ec99595.33abff.jpg,,MDMA,193.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99595.33abff.jpg,
2016-07-27,2016,7,Granada,Rosa,Baleares,272,9,,https://api.energycontrol.org/pilltable/images/ec99619.375a46.jpg,,Cafeína,61.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenes\ec99619.375a46.jpg,
